NAICS_CODE,NAICS_DESCRIPTION,NAICS_SUBSECTOR_CODE,NAICS_SUBSECTOR_DESCRIPTION,NAICS_GROUP_CODE,NAICS_GROUP_DESCRIPTION
424690,Other Chemical and Allied Products Merchant Wholesalers ,424,"Merchant Wholesalers, Nondurable Good",42,Wholesale Trade
424710,Petroleum Bulk Stations and Terminals ,424,"Merchant Wholesalers, Nondurable Good",42,Wholesale Trade
424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals) ,424,"Merchant Wholesalers, Nondurable Good",42,Wholesale Trade
424810,Beer and Ale Merchant Wholesalers ,424,"Merchant Wholesalers, Nondurable Good",42,Wholesale Trade
424820,Wine and Distilled Alcoholic Beverage Merchant Wholesalers ,424,"Merchant Wholesalers, Nondurable Good",42,Wholesale Trade
424910,Farm Supplies Merchant Wholesalers ,424,"Merchant Wholesalers, Nondurable Good",42,Wholesale Trade
424920,"Book, Periodical, and Newspaper Merchant Wholesalers ",424,"Merchant Wholesalers, Nondurable Good",42,Wholesale Trade
424930,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers ",424,"Merchant Wholesalers, Nondurable Good",42,Wholesale Trade
424940,Tobacco and Tobacco Product Merchant Wholesalers ,424,"Merchant Wholesalers, Nondurable Good",42,Wholesale Trade
424950,"Paint, Varnish, and Supplies Merchant Wholesalers ",424,"Merchant Wholesalers, Nondurable Good",42,Wholesale Trade
424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers ,424,"Merchant Wholesalers, Nondurable Good",42,Wholesale Trade
425110,Business to Business Electronic Markets ,425,Wholesale Electronic Markets and Agents and Broker,42,Wholesale Trade
425120,Wholesale Trade Agents and Brokers ,425,Wholesale Electronic Markets and Agents and Broker,42,Wholesale Trade
441110,New Car Dealers ,441,Motor Vehicle and Parts Dealer,44,Retail Trade
441120,Used Car Dealers ,441,Motor Vehicle and Parts Dealer,44,Retail Trade
441210,Recreational Vehicle Dealers ,441,Motor Vehicle and Parts Dealer,44,Retail Trade
441222,Boat Dealers ,441,Motor Vehicle and Parts Dealer,44,Retail Trade
441228,"Motorcycle, ATV, and All Other Motor Vehicle Dealers ",441,Motor Vehicle and Parts Dealer,44,Retail Trade
441310,Automotive Parts and Accessories Stores ,441,Motor Vehicle and Parts Dealer,44,Retail Trade
441320,Tire Dealers ,441,Motor Vehicle and Parts Dealer,44,Retail Trade
442110,Furniture Stores ,442,Furniture and Home Furnishings Store,44,Retail Trade
442210,Floor Covering Stores ,442,Furniture and Home Furnishings Store,44,Retail Trade
442291,Window Treatment Stores ,442,Furniture and Home Furnishings Store,44,Retail Trade
442299,All Other Home Furnishings Stores ,442,Furniture and Home Furnishings Store,44,Retail Trade
443141,Household Appliance Stores ,443,Electronics and Appliance Store,44,Retail Trade
443142,Electronics Stores ,443,Electronics and Appliance Store,44,Retail Trade
444110,Home Centers ,444,Building Material and Garden Equipment and Supplies Dealer,44,Retail Trade
444120,Paint and Wallpaper Stores ,444,Building Material and Garden Equipment and Supplies Dealer,44,Retail Trade
444130,Hardware Stores ,444,Building Material and Garden Equipment and Supplies Dealer,44,Retail Trade
444190,Other Building Material Dealers ,444,Building Material and Garden Equipment and Supplies Dealer,44,Retail Trade
444210,Outdoor Power Equipment Stores ,444,Building Material and Garden Equipment and Supplies Dealer,44,Retail Trade
444220,"Nursery, Garden Center, and Farm Supply Stores ",444,Building Material and Garden Equipment and Supplies Dealer,44,Retail Trade
445110,Supermarkets and Other Grocery (except Convenience) Stores ,445,Food and Beverage Store,44,Retail Trade
445120,Convenience Stores ,445,Food and Beverage Store,44,Retail Trade
445210,Meat Markets ,445,Food and Beverage Store,44,Retail Trade
445220,Fish and Seafood Markets ,445,Food and Beverage Store,44,Retail Trade
445230,Fruit and Vegetable Markets ,445,Food and Beverage Store,44,Retail Trade
445291,Baked Goods Stores ,445,Food and Beverage Store,44,Retail Trade
445292,Confectionery and Nut Stores ,445,Food and Beverage Store,44,Retail Trade
445299,All Other Specialty Food Stores ,445,Food and Beverage Store,44,Retail Trade
445310,"Beer, Wine, and Liquor Stores ",445,Food and Beverage Store,44,Retail Trade
446110,Pharmacies and Drug Stores ,446,Health and Personal Care Store,44,Retail Trade
446120,"Cosmetics, Beauty Supplies, and Perfume Stores ",446,Health and Personal Care Store,44,Retail Trade
446130,Optical Goods Stores ,446,Health and Personal Care Store,44,Retail Trade
446191,Food (Health) Supplement Stores ,446,Health and Personal Care Store,44,Retail Trade
446199,All Other Health and Personal Care Stores ,446,Health and Personal Care Store,44,Retail Trade
447110,Gasoline Stations with Convenience Stores ,447,Gasoline Station,44,Retail Trade
447190,Other Gasoline Stations ,447,Gasoline Station,44,Retail Trade
448110,Men's Clothing Stores ,448,Clothing and Clothing Accessories Store,44,Retail Trade
448120,Women's Clothing Stores ,448,Clothing and Clothing Accessories Store,44,Retail Trade
448130,Children's and Infants' Clothing Stores ,448,Clothing and Clothing Accessories Store,44,Retail Trade
448140,Family Clothing Stores ,448,Clothing and Clothing Accessories Store,44,Retail Trade
448150,Clothing Accessories Stores ,448,Clothing and Clothing Accessories Store,44,Retail Trade
448190,Other Clothing Stores ,448,Clothing and Clothing Accessories Store,44,Retail Trade
448210,Shoe Stores ,448,Clothing and Clothing Accessories Store,44,Retail Trade
448310,Jewelry Stores ,448,Clothing and Clothing Accessories Store,44,Retail Trade
448320,Luggage and Leather Goods Stores ,448,Clothing and Clothing Accessories Store,44,Retail Trade
451110,Sporting Goods Stores ,451,"Sporting Goods, Hobby, Musical Instrument, and Book Store",45,Retail Trade
451120,"Hobby, Toy, and Game Stores ",451,"Sporting Goods, Hobby, Musical Instrument, and Book Store",45,Retail Trade
451130,"Sewing, Needlework, and Piece Goods Stores ",451,"Sporting Goods, Hobby, Musical Instrument, and Book Store",45,Retail Trade
451140,Musical Instrument and Supplies Stores ,451,"Sporting Goods, Hobby, Musical Instrument, and Book Store",45,Retail Trade
451211,Book Stores ,451,"Sporting Goods, Hobby, Musical Instrument, and Book Store",45,Retail Trade
451212,News Dealers and Newsstands ,451,"Sporting Goods, Hobby, Musical Instrument, and Book Store",45,Retail Trade
452210,Department Stores ,452,General Merchandise Store,45,Retail Trade
452311,Warehouse Clubs and Supercenters ,452,General Merchandise Store,45,Retail Trade
452319,All Other General Merchandise Stores ,452,General Merchandise Store,45,Retail Trade
453110,Florists ,453,Miscellaneous Store Retailer,45,Retail Trade
453210,Office Supplies and Stationery Stores ,453,Miscellaneous Store Retailer,45,Retail Trade
453220,"Gift, Novelty, and Souvenir Stores ",453,Miscellaneous Store Retailer,45,Retail Trade
453310,Used Merchandise Stores ,453,Miscellaneous Store Retailer,45,Retail Trade
453910,Pet and Pet Supplies Stores ,453,Miscellaneous Store Retailer,45,Retail Trade
453920,Art Dealers ,453,Miscellaneous Store Retailer,45,Retail Trade
453930,Manufactured (Mobile) Home Dealers ,453,Miscellaneous Store Retailer,45,Retail Trade
453991,Tobacco Stores ,453,Miscellaneous Store Retailer,45,Retail Trade
453998,All Other Miscellaneous Store Retailers (except Tobacco Stores) ,453,Miscellaneous Store Retailer,45,Retail Trade
454110,Electronic Shopping and Mail-Order Houses ,454,Nonstore Retailer,45,Retail Trade
454210,Vending Machine Operators ,454,Nonstore Retailer,45,Retail Trade
454310,Fuel Dealers ,454,Nonstore Retailer,45,Retail Trade
454390,Other Direct Selling Establishments ,454,Nonstore Retailer,45,Retail Trade
481111,Scheduled Passenger Air Transportation ,481,Air Transportation,48,Transportation and Warehousing
481112,Scheduled Freight Air Transportation ,481,Air Transportation,48,Transportation and Warehousing
481211,Nonscheduled Chartered Passenger Air Transportation ,481,Air Transportation,48,Transportation and Warehousing
481212,Nonscheduled Chartered Freight Air Transportation ,481,Air Transportation,48,Transportation and Warehousing
481219,Other Nonscheduled Air Transportation ,481,Air Transportation,48,Transportation and Warehousing
482111,Line-Haul Railroads ,482,Rail Transportation,48,Transportation and Warehousing
482112,Short Line Railroads ,482,Rail Transportation,48,Transportation and Warehousing
483111,Deep Sea Freight Transportation ,483,Water Transportation,48,Transportation and Warehousing
483112,Deep Sea Passenger Transportation ,483,Water Transportation,48,Transportation and Warehousing
483113,Coastal and Great Lakes Freight Transportation ,483,Water Transportation,48,Transportation and Warehousing
483114,Coastal and Great Lakes Passenger Transportation ,483,Water Transportation,48,Transportation and Warehousing
483211,Inland Water Freight Transportation ,483,Water Transportation,48,Transportation and Warehousing
483212,Inland Water Passenger Transportation ,483,Water Transportation,48,Transportation and Warehousing
484110,"General Freight Trucking, Local ",484,Truck Transportation,48,Transportation and Warehousing
484121,"General Freight Trucking, Long-Distance, Truckload ",484,Truck Transportation,48,Transportation and Warehousing
484122,"General Freight Trucking, Long-Distance, Less Than Truckload ",484,Truck Transportation,48,Transportation and Warehousing
484210,Used Household and Office Goods Moving,484,Truck Transportation,48,Transportation and Warehousing
484220,"Specialized Freight (except Used Goods) Trucking, Local ",484,Truck Transportation,48,Transportation and Warehousing
484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance ",484,Truck Transportation,48,Transportation and Warehousing
485111,Mixed Mode Transit Systems ,485,Transit and Ground Passenger Transportation,48,Transportation and Warehousing
485112,Commuter Rail Systems ,485,Transit and Ground Passenger Transportation,48,Transportation and Warehousing
485113,Bus and Other Motor Vehicle Transit Systems ,485,Transit and Ground Passenger Transportation,48,Transportation and Warehousing
485119,Other Urban Transit Systems ,485,Transit and Ground Passenger Transportation,48,Transportation and Warehousing
485210,Interurban and Rural Bus Transportation,485,Transit and Ground Passenger Transportation,48,Transportation and Warehousing
485310,Taxi Service ,485,Transit and Ground Passenger Transportation,48,Transportation and Warehousing
485320,Limousine Service,485,Transit and Ground Passenger Transportation,48,Transportation and Warehousing
485410,School and Employee Bus Transportation,485,Transit and Ground Passenger Transportation,48,Transportation and Warehousing
485510,Charter Bus Industry,485,Transit and Ground Passenger Transportation,48,Transportation and Warehousing
485991,Special Needs Transportation ,485,Transit and Ground Passenger Transportation,48,Transportation and Warehousing
485999,All Other Transit and Ground Passenger Transportation ,485,Transit and Ground Passenger Transportation,48,Transportation and Warehousing
486110,Pipeline Transportation of Crude Oil,486,Pipeline Transportation,48,Transportation and Warehousing
486210,Pipeline Transportation of Natural Gas,486,Pipeline Transportation,48,Transportation and Warehousing
486910,Pipeline Transportation of Refined Petroleum Products,486,Pipeline Transportation,48,Transportation and Warehousing
486990,All Other Pipeline Transportation,486,Pipeline Transportation,48,Transportation and Warehousing
487110,"Scenic and Sightseeing Transportation, Land",487,Scenic and Sightseeing Transportation,48,Transportation and Warehousing
487210,"Scenic and Sightseeing Transportation, Water",487,Scenic and Sightseeing Transportation,48,Transportation and Warehousing
487990,"Scenic and Sightseeing Transportation, Other",487,Scenic and Sightseeing Transportation,48,Transportation and Warehousing
488111,Air Traffic Control,488,Support Activities for Transportation,48,Transportation and Warehousing
488119,Other Airport Operations ,488,Support Activities for Transportation,48,Transportation and Warehousing
488190,Other Support Activities for Air Transportation,488,Support Activities for Transportation,48,Transportation and Warehousing
488210,Support Activities for Rail Transportation,488,Support Activities for Transportation,48,Transportation and Warehousing
488310,Port and Harbor Operations,488,Support Activities for Transportation,48,Transportation and Warehousing
488320,Marine Cargo Handling,488,Support Activities for Transportation,48,Transportation and Warehousing
488330,Navigational Services to Shipping ,488,Support Activities for Transportation,48,Transportation and Warehousing
488390,Other Support Activities for Water Transportation,488,Support Activities for Transportation,48,Transportation and Warehousing
488410,Motor Vehicle Towing,488,Support Activities for Transportation,48,Transportation and Warehousing
488490,Other Support Activities for Road Transportation ,488,Support Activities for Transportation,48,Transportation and Warehousing
488510,Freight Transportation Arrangement ,488,Support Activities for Transportation,48,Transportation and Warehousing
488991,Packing and Crating ,488,Support Activities for Transportation,48,Transportation and Warehousing
488999,All Other Support Activities for Transportation ,488,Support Activities for Transportation,48,Transportation and Warehousing
491110,Postal Service,491,Postal Service,49,Transportation and Warehousing
492110,Couriers and Express Delivery Services,492,Couriers and Messengers,49,Transportation and Warehousing
492210,Local Messengers and Local Delivery,492,Couriers and Messengers,49,Transportation and Warehousing
493110,General Warehousing and Storage ,493,Warehousing and Storage,49,Transportation and Warehousing
493120,Refrigerated Warehousing and Storage,493,Warehousing and Storage,49,Transportation and Warehousing
493130,Farm Product Warehousing and Storage,493,Warehousing and Storage,49,Transportation and Warehousing
493190,Other Warehousing and Storage,493,Warehousing and Storage,49,Transportation and Warehousing
511110,Newspaper Publishers ,511,Publishing Industries (except Internet),51,Information
511120,Periodical Publishers ,511,Publishing Industries (except Internet),51,Information
511130,Book Publishers ,511,Publishing Industries (except Internet),51,Information
511140,Directory and Mailing List Publishers ,511,Publishing Industries (except Internet),51,Information
511191,Greeting Card Publishers ,511,Publishing Industries (except Internet),51,Information
511199,All Other Publishers ,511,Publishing Industries (except Internet),51,Information
511210,Software Publishers,511,Publishing Industries (except Internet),51,Information
512110,Motion Picture and Video Production ,512,Motion Picture and Sound Recording Industries,51,Information
512120,Motion Picture and Video Distribution,512,Motion Picture and Sound Recording Industries,51,Information
512131,Motion Picture Theaters (except Drive-Ins) ,512,Motion Picture and Sound Recording Industries,51,Information
512132,Drive-In Motion Picture Theaters ,512,Motion Picture and Sound Recording Industries,51,Information
512191,Teleproduction and Other Postproduction Services ,512,Motion Picture and Sound Recording Industries,51,Information
512199,Other Motion Picture and Video Industries ,512,Motion Picture and Sound Recording Industries,51,Information
512230,Music Publishers,512,Motion Picture and Sound Recording Industries,51,Information
512240,Sound Recording Studios,512,Motion Picture and Sound Recording Industries,51,Information
512250,Record Production and Distribution,512,Motion Picture and Sound Recording Industries,51,Information
512290,Other Sound Recording Industries,512,Motion Picture and Sound Recording Industries,51,Information
515111,Radio Networks ,515,Broadcasting (except Internet),51,Information
515112,Radio Stations ,515,Broadcasting (except Internet),51,Information
515120,Television Broadcasting,515,Broadcasting (except Internet),51,Information
515210,Cable and Other Subscription Programming,515,Broadcasting (except Internet),51,Information
517311,Wired Telecommunications Carriers ,517,Telecommunications,51,Information
517312,Wireless Telecommunications Carriers (except Satellite),517,Telecommunications,51,Information
517410,Satellite Telecommunications,517,Telecommunications,51,Information
517911,Telecommunications Resellers ,517,Telecommunications,51,Information
517919,All Other Telecommunications ,517,Telecommunications,51,Information
518210,"Data Processing, Hosting, and Related Services",518,"Data Processing, Hosting, and Related Services",51,Information
519110,News Syndicates,519,Other Information Services,51,Information
519120,Libraries and Archives ,519,Other Information Services,51,Information
519130,Internet Publishing and Broadcasting and Web Search Portals,519,Other Information Services,51,Information
519190,All Other Information Services,519,Other Information Services,51,Information
521110,Monetary Authorities-Central Bank,521,Monetary Authorities-Central Bank,52,Finance and Insurance
522110,Commercial Banking ,522,Credit Intermediation and Related Activities,52,Finance and Insurance
522120,Savings Institutions ,522,Credit Intermediation and Related Activities,52,Finance and Insurance
522130,Credit Unions ,522,Credit Intermediation and Related Activities,52,Finance and Insurance
522190,Other Depository Credit Intermediation ,522,Credit Intermediation and Related Activities,52,Finance and Insurance
522210,Credit Card Issuing ,522,Credit Intermediation and Related Activities,52,Finance and Insurance
522220,Sales Financing ,522,Credit Intermediation and Related Activities,52,Finance and Insurance
522291,Consumer Lending ,522,Credit Intermediation and Related Activities,52,Finance and Insurance
522292,Real Estate Credit ,522,Credit Intermediation and Related Activities,52,Finance and Insurance
522293,International Trade Financing ,522,Credit Intermediation and Related Activities,52,Finance and Insurance
522294,Secondary Market Financing ,522,Credit Intermediation and Related Activities,52,Finance and Insurance
522298,All Other Nondepository Credit Intermediation ,522,Credit Intermediation and Related Activities,52,Finance and Insurance
522310,Mortgage and Nonmortgage Loan Brokers ,522,Credit Intermediation and Related Activities,52,Finance and Insurance
522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities ",522,Credit Intermediation and Related Activities,52,Finance and Insurance
522390,Other Activities Related to Credit Intermediation ,522,Credit Intermediation and Related Activities,52,Finance and Insurance
523110,Investment Banking and Securities Dealing ,523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",52,Finance and Insurance
523120,Securities Brokerage ,523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",52,Finance and Insurance
523130,Commodity Contracts Dealing ,523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",52,Finance and Insurance
523140,Commodity Contracts Brokerage ,523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",52,Finance and Insurance
523210,Securities and Commodity Exchanges,523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",52,Finance and Insurance
523910,Miscellaneous Intermediation ,523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",52,Finance and Insurance
523920,Portfolio Management ,523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",52,Finance and Insurance
523930,Investment Advice ,523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",52,Finance and Insurance
523991,"Trust, Fiduciary, and Custody Activities ",523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",52,Finance and Insurance
523999,Miscellaneous Financial Investment Activities ,523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",52,Finance and Insurance
524113,Direct Life Insurance Carriers ,524,Insurance Carriers and Related Activities,52,Finance and Insurance
524114,Direct Health and Medical Insurance Carriers ,524,Insurance Carriers and Related Activities,52,Finance and Insurance
524126,Direct Property and Casualty Insurance Carriers ,524,Insurance Carriers and Related Activities,52,Finance and Insurance
524127,Direct Title Insurance Carriers ,524,Insurance Carriers and Related Activities,52,Finance and Insurance
524128,"Other Direct Insurance (except Life, Health, and Medical) Carriers ",524,Insurance Carriers and Related Activities,52,Finance and Insurance
524130,Reinsurance Carriers ,524,Insurance Carriers and Related Activities,52,Finance and Insurance
524210,Insurance Agencies and Brokerages ,524,Insurance Carriers and Related Activities,52,Finance and Insurance
524291,Claims Adjusting ,524,Insurance Carriers and Related Activities,52,Finance and Insurance
524292,Third Party Administration of Insurance and Pension Funds ,524,Insurance Carriers and Related Activities,52,Finance and Insurance
524298,All Other Insurance Related Activities ,524,Insurance Carriers and Related Activities,52,Finance and Insurance
525110,Pension Funds ,525,"Funds, Trusts, and Other Financial Vehicle",52,Finance and Insurance
525120,Health and Welfare Funds ,525,"Funds, Trusts, and Other Financial Vehicle",52,Finance and Insurance
525190,Other Insurance Funds ,525,"Funds, Trusts, and Other Financial Vehicle",52,Finance and Insurance
525910,Open-End Investment Funds ,525,"Funds, Trusts, and Other Financial Vehicle",52,Finance and Insurance
525920,"Trusts, Estates, and Agency Accounts ",525,"Funds, Trusts, and Other Financial Vehicle",52,Finance and Insurance
525990,Other Financial Vehicles ,525,"Funds, Trusts, and Other Financial Vehicle",52,Finance and Insurance
531110,Lessors of Residential Buildings and Dwellings ,531,Real Estate,53,Real Estate and Rental and Leasing
531120,Lessors of Nonresidential Buildings (except Miniwarehouses) ,531,Real Estate,53,Real Estate and Rental and Leasing
531130,Lessors of Miniwarehouses and Self-Storage Units ,531,Real Estate,53,Real Estate and Rental and Leasing
531190,Lessors of Other Real Estate Property ,531,Real Estate,53,Real Estate and Rental and Leasing
531210,Offices of Real Estate Agents and Brokers,531,Real Estate,53,Real Estate and Rental and Leasing
531311,Residential Property Managers ,531,Real Estate,53,Real Estate and Rental and Leasing
531312,Nonresidential Property Managers ,531,Real Estate,53,Real Estate and Rental and Leasing
531320,Offices of Real Estate Appraisers ,531,Real Estate,53,Real Estate and Rental and Leasing
531390,Other Activities Related to Real Estate ,531,Real Estate,53,Real Estate and Rental and Leasing
532111,Passenger Car Rental ,532,Rental and Leasing Services,53,Real Estate and Rental and Leasing
532112,Passenger Car Leasing ,532,Rental and Leasing Services,53,Real Estate and Rental and Leasing
532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing ",532,Rental and Leasing Services,53,Real Estate and Rental and Leasing
532210,Consumer Electronics and Appliances Rental,532,Rental and Leasing Services,53,Real Estate and Rental and Leasing
532281,Formal Wear and Costume Rental,532,Rental and Leasing Services,53,Real Estate and Rental and Leasing
532282,Video Tape and Disc Rental,532,Rental and Leasing Services,53,Real Estate and Rental and Leasing
532283,Home Health Equipment Rental ,532,Rental and Leasing Services,53,Real Estate and Rental and Leasing
532284,Recreational Goods Rental ,532,Rental and Leasing Services,53,Real Estate and Rental and Leasing
532289,All Other Consumer Goods Rental ,532,Rental and Leasing Services,53,Real Estate and Rental and Leasing
532310,General Rental Centers,532,Rental and Leasing Services,53,Real Estate and Rental and Leasing
532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing ",532,Rental and Leasing Services,53,Real Estate and Rental and Leasing
532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing ",532,Rental and Leasing Services,53,Real Estate and Rental and Leasing
532420,Office Machinery and Equipment Rental and Leasing,532,Rental and Leasing Services,53,Real Estate and Rental and Leasing
532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing ,532,Rental and Leasing Services,53,Real Estate and Rental and Leasing
533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),533,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),53,Real Estate and Rental and Leasing
541110,Offices of Lawyers,541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541120,Offices of Notaries,541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541191,Title Abstract and Settlement Offices ,541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541199,All Other Legal Services ,541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541211,Offices of Certified Public Accountants ,541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541213,Tax Preparation Services ,541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541214,Payroll Services ,541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541219,Other Accounting Services ,541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541310,Architectural Services,541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541320,Landscape Architectural Services,541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541330,Engineering Services,541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541340,Drafting Services,541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541350,Building Inspection Services,541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541360,Geophysical Surveying and Mapping Services,541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541370,Surveying and Mapping (except Geophysical) Services,541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541380,Testing Laboratories,541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541410,Interior Design Services,541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541420,Industrial Design Services,541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541430,Graphic Design Services,541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541490,Other Specialized Design Services,541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541511,Custom Computer Programming Services ,541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541512,Computer Systems Design Services ,541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541513,Computer Facilities Management Services ,541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541519,Other Computer Related Services,541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541611,Administrative Management and General Management Consulting Services ,541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541612,Human Resources Consulting Services ,541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541613,Marketing Consulting Services ,541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541614,"Process, Physical Distribution, and Logistics Consulting Services ",541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541618,Other Management Consulting Services ,541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541620,Environmental Consulting Services,541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541690,Other Scientific and Technical Consulting Services,541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541713,Research and Development in Nanotechnology ,541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541714,Research and Development in Biotechnology (except Nanobiotechnology),541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) ",541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541720,Research and Development in the Social Sciences and Humanities ,541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541810,Advertising Agencies,541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541820,Public Relations Agencies,541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541830,Media Buying Agencies,541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541840,Media Representatives,541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541850,Outdoor Advertising,541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541860,Direct Mail Advertising,541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541870,Advertising Material Distribution Services,541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541890,Other Services Related to Advertising ,541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541910,Marketing Research and Public Opinion Polling,541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541921,"Photography Studios, Portrait ",541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541922,Commercial Photography ,541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541930,Translation and Interpretation Services,541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541940,Veterinary Services ,541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
541990,"All Other Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",54,"Professional, Scientific, and Technical Services"
551111,Offices of Bank Holding Companies ,551,Management of Companies and Enterprises,55,Management of Companies and Enterprises
551112,Offices of Other Holding Companies ,551,Management of Companies and Enterprises,55,Management of Companies and Enterprises
551114,"Corporate, Subsidiary, and Regional Managing Offices ",551,Management of Companies and Enterprises,55,Management of Companies and Enterprises
561110,Office Administrative Services,561,Administrative and Support Services,56,Administrative and Support and Waste Management and Remediation Services
561210,Facilities Support Services,561,Administrative and Support Services,56,Administrative and Support and Waste Management and Remediation Services
561311,Employment Placement Agencies ,561,Administrative and Support Services,56,Administrative and Support and Waste Management and Remediation Services
561312,Executive Search Services ,561,Administrative and Support Services,56,Administrative and Support and Waste Management and Remediation Services
561320,Temporary Help Services,561,Administrative and Support Services,56,Administrative and Support and Waste Management and Remediation Services
561330,Professional Employer Organizations,561,Administrative and Support Services,56,Administrative and Support and Waste Management and Remediation Services
561410,Document Preparation Services,561,Administrative and Support Services,56,Administrative and Support and Waste Management and Remediation Services
561421,Telephone Answering Services ,561,Administrative and Support Services,56,Administrative and Support and Waste Management and Remediation Services
561422,Telemarketing Bureaus and Other Contact Centers ,561,Administrative and Support Services,56,Administrative and Support and Waste Management and Remediation Services
561431,Private Mail Centers ,561,Administrative and Support Services,56,Administrative and Support and Waste Management and Remediation Services
